112N13140,62,33,11
110P10680,53,33,8
110P10685,3,2,2
110P10688,7,7,4
112N13149,137,45,10
110P10687,15,11,3
112P15309,604,263,15
110P10682,268,91,9
110P10681,38,28,6
112P15307,122,87,13
110P10684,37,13,4
112P15308,470,234,15
110P10683,24,12,2
112P15305,107,73,13
112P15306,104,76,14
112P15303,21,4,3
112P15302,88,3,3
112N13150,7,5,3
110P10676,60,32,10
110P10675,118,46,12
110P10674,33,21,8
112P15318,34,16,6
110P10673,18,12,7
110P10671,56,32,8
112P15314,435,199,15
112P15315,72,43,11
112P15316,126,69,13
112N13155,24,9,4
112N13154,4,3,2
112P15310,113,74,13
112N13157,10,9,5
112P15311,341,184,15
112N13156,108,30,10
112P15312,16,16,6
112N13159,15,9,4
112P15313,307,167,15
110P10678,26,22,8
112N13158,106,32,10
112N13161,106,22,10
112N13162,87,31,8
112N13160,31,17,9
112P15320,1,1,1
110P10662,30,21,9
112P15329,16,15,4
110P10664,45,16,7
110P10663,108,44,9
112P15323,7,7,2
112P15324,13,6,2
112N13169,29,17,6
112N13168,83,31,10
112N13167,136,30,10
112P15322,32,22,6
110P10669,51,18,8
112N13166,91,25,8
112P15327,9,9,4
112P15328,18,15,5
112N13165,146,44,11
112N13164,182,44,12
112P15325,7,2,2
112N13163,60,17,9
112P15326,19,8,3
112N13170,115,19,10
112N13171,75,15,7
112N13172,43,9,6
112N13173,118,15,9
112P15331,10,6,2
112P15330,11,5,1
110P10651,83,32,8
110P10650,116,36,8
110P10655,130,66,14
110P10653,301,116,13
112N13179,244,75,11
112P15332,10,6,2
110P10658,169,72,11
112P15333,27,20,2
112N13178,126,47,12
110P10657,20,11,5
112P15334,44,16,3
110P10656,32,16,11
112P15335,11,8,1
112N13175,9,8,6
112P15336,2,2,1
112N13174,32,14,7
112P15337,16,8,3
112N13177,29,15,9
112P15338,23,5,2
112N13176,200,44,12
112P15339,21,5,2
112N13180,98,48,9
112P15341,19,6,3
112P15342,32,4,3
112P15340,8,4,2
112N13184,277,66,13
112N13183,38,17,6
112N13182,128,33,10
112N13181,9,4,2
110P10649,29,13,7
112N13188,280,90,12
112P15349,230,12,5
112P15348,7,3,1
112N13185,46,11,6
112P15347,32,11,5
112N13186,51,14,6
110P10645,31,23,8
112P15346,11,6,3
110P10646,30,19,9
112P15345,2,2,2
112N13189,269,57,10
110P10647,54,38,9
110P10648,233,85,10
112P15343,85,57,11
110P10641,22,14,7
110P10642,37,19,8
110P10643,166,65,9
112P15350,12,10,3
112P15351,27,11,6
112P15352,48,17,6
112N13191,104,28,10
112N13190,385,58,12
112N13193,81,26,7
112N13192,79,22,8
112N13195,327,38,9
112N13194,49,15,6
112N13196,114,26,9
112P15359,120,81,11
112N13197,320,45,10
112P15358,313,134,12
112N13198,151,40,8
112N13199,247,51,11
112P15355,234,110,11
112P15354,566,157,12
112P15357,329,128,11
110P10632,98,65,13
110P10633,8,6,5
110P10630,50,25,8
110P10631,15,7,6
112P15360,159,116,10
112P15363,10,6,4
112P15364,20,5,4
112P15361,124,73,10
110P10623,49,27,6
110P10624,55,24,7
112P15367,24,10,4
110P10625,47,28,7
112P15366,22,11,4
110P10626,58,35,6
112P15365,32,10,4
110P10627,22,20,4
110P10628,95,34,7
110P10629,71,31,7
112P15369,14,2,2
110P10620,147,57,7
110P10621,104,56,9
110P10622,44,31,7
112P15370,69,7,7
112P15371,57,8,8
110P10609,15,14,5
112P15372,4,2,2
112P15375,158,101,13
112P15377,5,5,4
112P15376,106,66,12
112P15379,18,17,9
110P10612,32,15,4
112P15378,24,22,8
110P10618,120,58,9
110P10619,43,28,8
110P10616,1,1,1
110P10617,3,3,1
110P10610,8,8,4
110P10692,344,106,12
110P10694,18,14,4
110P10695,145,55,10
110P10697,44,26,8
110P10698,137,93,9
110P10699,281,171,13
110P10691,365,103,12
110P10607,31,15,7
110P10606,72,17,6
110P10605,60,20,6
112P15299,32,25,7
112P15298,247,134,11
112P15297,274,144,12
112P15296,435,176,12
112P15295,166,94,12
112P15294,1152,71,10
112P15293,606,92,10
112P15292,757,109,11
112P15291,211,43,10
112P15290,132,46,12
112P15288,388,96,13
112P15289,72,54,9
112P15285,357,103,12
112P15284,460,118,11
112P15287,310,96,13
112P15286,283,89,13
112P15283,476,138,14
112N13114,318,67,10
112N13115,382,87,12
112N13112,10,6,5
112N13113,291,52,10
112N13110,152,34,9
112N13111,165,38,8
112N13118,59,33,9
112N13119,30,12,5
112N13116,87,52,10
112N13117,372,95,15
112N13101,557,114,13
112N13102,433,78,10
112N13103,886,120,11
112N13104,71,37,10
112N13100,383,59,11
112N13109,153,32,9
112N13105,204,70,11
112N13107,111,21,8
112N13108,261,33,9
112N13132,49,15,6
112N13133,73,12,7
112N13130,36,12,5
112N13131,48,12,5
112N13136,1,1,1
112N13137,145,60,12
112N13135,2,2,2
112N13138,217,50,10
112N13139,55,25,10
112N13121,113,31,8
112N13122,41,18,6
112N13123,94,23,6
112N13124,125,29,8
112N13125,8,3,3
112N13126,33,11,6
112N13127,40,12,4
112N13128,239,58,12
111N13020,17,8,3
112N13049,61,30,10
110P10547,42,13,8
111N13021,25,16,6
112N13048,91,36,9
111N13022,84,35,4
110P10546,60,13,6
112N13047,69,30,8
111N13023,36,14,3
110P10549,65,21,8
112N13046,43,30,7
110P10548,64,22,8
112N13045,114,43,10
111N13025,4,1,1
111N13026,9,4,4
112N13044,1,1,1
111N13027,14,6,1
112N13043,1,1,1
111N13029,34,14,7
110P10543,279,110,13
110P10545,46,13,7
110P10544,107,44,10
112N13050,345,54,12
112N13051,51,21,8
112N13052,41,14,6
111N13031,10,7,4
111N13030,56,11,6
110P10538,135,77,13
112N13058,169,37,9
111N13034,29,9,6
110P10537,517,267,15
112N13057,62,30,9
111N13035,208,20,6
110P10536,216,155,13
111N13032,137,61,10
110P10535,827,391,14
112N13059,349,62,11
111N13033,51,28,9
112N13054,80,26,7
111N13038,87,14,6
112N13053,13,7,6
111N13039,93,4,4
112N13056,100,37,8
110P10539,94,52,10
111N13037,10,9,5
112N13055,40,17,6
110P10530,294,44,10
110P10534,322,186,15
110P10533,569,285,15
110P10532,213,149,13
111N13003,88,26,7
111N13004,101,26,9
112N13022,72,22,8
112N13021,43,17,5
111N13005,289,42,8
111N13006,2,2,2
112N13020,22,17,4
110P10569,69,26,7
112N13027,25,18,9
111N13000,351,48,11
110P10568,14,14,6
112N13026,21,14,2
111N13001,181,38,8
112N13025,9,5,3
111N13002,3,2,2
110P10565,187,29,8
110P10564,102,40,8
112N13029,16,8,5
110P10567,23,21,6
112N13028,86,29,11
110P10566,112,62,9
111N13007,126,28,9
111N13008,53,21,8
110P10560,7,6,3
110P10563,9,8,3
111N13009,48,21,8
112N13030,115,28,10
112N13032,77,21,9
111N13016,15,7,4
111N13017,44,21,5
112N13031,73,22,8
111N13014,209,68,8
112N13034,94,25,11
111N13015,95,29,6
112N13033,261,41,11
111N13012,289,66,11
112N13036,73,24,8
111N13013,144,49,9
112N13035,79,24,9
110P10559,24,12,6
110P10558,80,28,8
112N13038,25,12,6
111N13010,68,20,7
112N13037,70,28,8
110P10557,162,60,11
111N13011,3,2,1
110P10556,228,76,14
110P10555,369,79,10
112N13039,23,17,10
110P10554,70,37,7
110P10553,289,94,11
110P10552,113,74,10
110P10551,178,98,11
111N13018,182,54,9
110P10550,127,52,10
111N13019,5,5,3
112N13085,21,15,7
112N13084,118,23,8
112N13083,152,37,10
112N13082,152,59,9
112N13080,244,46,10
110P10500,20,15,5
110P10503,4,3,2
110P10505,205,67,12
112N13088,45,15,8
112N13089,109,32,10
110P10507,20,15,5
112N13086,20,8,3
110P10508,104,53,12
110P10509,91,55,10
112N13087,89,18,7
112N13093,66,20,7
112N13096,176,54,11
112N13095,71,21,7
112N13090,201,46,10
112N13091,126,23,7
112N13097,344,88,15
112N13098,192,77,10
112N13063,141,41,9
112N13062,225,59,10
112N13061,371,103,11
112N13060,159,72,11
110P10520,112,37,8
110P10521,30,17,6
110P10522,70,22,8
112N13066,88,44,10
112N13067,143,50,8
110P10529,17,9,5
112N13064,220,50,11
112N13065,76,36,9
110P10525,36,19,7
110P10526,132,55,13
112N13068,6,4,3
112N13069,30,18,8
110P10527,60,42,10
112N13070,1,1,1
112N13074,370,61,9
112N13073,167,39,11
110P10510,129,65,9
112N13075,219,62,11
112N13076,250,54,10
110P10517,155,71,9
112N13077,428,73,13
112N13078,230,73,12
110P10518,39,29,8
112N13079,696,104,12
110P10516,283,100,11
110P10514,5,1,1
111N13089,5,4,4
111N13087,7,5,2
111N13088,7,5,2
111N13086,17,7,3
111N13085,12,9,5
111N13084,18,6,4
111N13082,26,5,4
111N13081,121,24,7
111N13080,9,4,3
111N13098,26,8,3
111N13099,34,10,5
111N13095,29,14,2
111N13097,5,3,2
111N13096,6,5,2
111N13091,15,4,3
111N13093,12,6,3
111N13092,38,9,5
110P10584,151,84,11
110P10585,376,144,13
110P10582,182,96,12
110P10583,432,146,10
110P10588,17,14,8
110P10589,80,47,11
110P10586,27,24,8
111N13065,17,11,4
111N13060,113,24,8
111N13063,139,38,10
111N13064,394,82,12
111N13061,85,22,8
111N13062,90,19,6
110P10581,358,147,11
110P10572,26,13,2
110P10573,19,13,2
110P10575,16,12,4
110P10576,10,6,2
110P10578,113,31,9
111N13077,39,15,5
110P10579,6,4,3
111N13076,126,21,8
111N13079,1,1,1
111N13078,3,2,1
111N13071,9,2,1
111N13072,168,39,10
111N13074,45,16,9
111N13075,39,16,7
110P10570,6,6,4
111N13048,14,8,6
111N13047,33,12,7
111N13046,22,10,7
111N13045,11,7,4
111N13044,78,21,7
111N13043,27,11,4
111N13041,107,40,7
111N13042,101,32,8
111N13040,1,1,1
110P10597,139,59,11
110P10598,98,48,9
110P10599,57,30,10
110P10593,212,107,12
110P10594,179,94,13
110P10595,83,48,10
110P10596,219,77,12
111N13059,40,11,6
111N13058,80,19,8
111N13055,56,23,12
111N13054,1,1,1
111N13057,72,17,7
111N13056,31,10,6
111N13050,19,5,3
111N13051,11,3,2
111N13052,7,7,4
111N13053,34,11,4
110P10591,35,18,5
112N13019,73,30,8
112N13017,21,13,6
112N13018,63,19,8
112N13012,79,18,8
112N13015,232,67,12
112N13016,40,21,7
112N13013,94,44,10
112N13014,10,7,3
112N13006,74,23,8
112N13007,22,20,8
112N13008,73,30,12
112N13009,2,2,2
112N13001,9,6,3
112N13002,23,16,7
112N13005,50,21,9
112P15588,52,51,13
112P15587,152,55,11
112P15586,1,1,1
112P15585,76,54,9
112P15583,97,55,11
112P15584,232,102,10
112P15581,2,1,1
112P15582,139,49,12
112P15580,94,72,11
112P15597,33,26,6
112P15596,79,45,10
112P15599,30,12,7
112P15592,23,19,4
112P15594,11,8,4
112P15595,13,7,3
112P15590,578,145,13
112P15591,97,35,7
111N13100,22,8,4
111N13103,6,3,1
111N13102,40,15,4
111N13107,11,2,2
111N13109,1,1,1
110P10860,39,24,7
111N13108,2,1,1
111N13112,99,37,9
110P10856,29,9,4
111N13111,21,15,6
110P10857,6,5,4
110P10854,92,42,9
110P10855,2,2,2
111N13115,5,4,3
110P10858,81,16,9
111N13114,105,31,11
111N13113,18,10,6
110P10859,105,25,8
111N13118,25,4,3
111N13117,1,1,1
110P10852,61,26,5
110P10850,83,37,8
110P10851,24,18,5
111N13128,355,68,12
111N13129,6,6,4
111N13124,72,45,11
112N13386,21,11,6
111N13125,272,89,13
112N13385,202,49,9
111N13126,243,89,11
112N13384,396,77,11
111N13127,585,106,14
